Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Type (crop_type),Crop Code (crop_code),Fertilizer Name (fertilizer),Irrigation Area Type (area_type),Farm Size Group (size_group),Farm Size Category (size_category),Percentage of Nitrogen (n_percentage),Percentage of Phosphorus (p_percentage),Percentage of Potassium (k_percentage),Total Num of Holdings Growing One or More Crop (num_of_holdings_grow_one_more_crop),Num of Holdings Growing One or More Crop Treated with Chemical Fertilizers (num_of_hold_grow_one_more_crop_ttd_with_chem_fert),Area Under All Crop - High Yielding Variety(HYV) (area_under_all_crop_hyv),Area Under All Crop - Other (area_under_all_crop_other),Area Under All Crop - Total (area_under_all_crop_total),Area Under All Crop - High Yielding Variety(HYV) Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_hyv),Area Under All Crop - Other Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_other),Area Under All Crop - Total Treated with Chemical Fertilizers (area_under_all_crop_treat_with_che_fert_total),Quantity of Applied HYV (qty_fert_applied_hyv),Quantity of Applied Other (qty_fert_applied_other),Quantity of Applied Total (qty_fert_applied_total)
"2011","Karnataka","29","Chamarajanagara","531","Total Non-Food Crops","Total Non-Food","1999","Urea Ammonium Phosphate","Unirrigated","Small","1.0 - 1.99","20.0","20.0","0.0","11589.0","463.0","11117.0","974.0","0.0","477.0","190.0","0.0","46.0","23.0","0.0"
"2016","Madhya Pradesh","23","Sagar","425","Total Cereals","Cereals","199","NPK Mixture","Unirrigated","Large","10 And Above","10.0","26.0","26.0","2566.0","0.0","7621.0","7653.0","15760.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Darjeeling","309","Total Spices & Condiments","Spices","599","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Bihar","10","Purnia","214","Total Food Crops","Other Food Crop","999","Muriate of Potash (MOP)","Irrigated","Marginal","Below 1.0","0.0","0.0","60.0","318576.0","192213.0","13845.0","2879.0","0.0","6982.0","2554.0","0.0","2505.0","1422.0","0.0"
"2016","Himachal Pradesh","2","Mandi","22","Total Fruits","Fruits","699","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Bihar","10","Bhagalpur","192","Masur","Pulses","205","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Mau","168","Other Pulses","Pulses","288","Diammonium Sulphate","Irrigated","Marginal","Below 1.0","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Tamil Nadu","33","Thiruvallur","589","Ragi","Cereals","105","Muriate of Potash (MOP)","Irrigated","Marginal","Below 1.0","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Pilibhit","173","Total Cereals","Cereals","199","Di-Ammonium Phosphate (DAP)","Irrigated","Marginal","Below 1.0","18.0","46.0","0.0","135215.0","55574.0","66207.0","8135.0","76197.0","26108.0","1149.0","27668.0","4708.0","45.0","4826.0"
"2016","Madhya Pradesh","23","Khargone","414","Total Fibres","Fiber Crops","1199","Di-Ammonium Phosphate (DAP)","Irrigated","Marginal","Below 1.0","18.0","46.0","0.0","15475.0","4092.0","3772.0","67.0","5627.0","1059.0","0.0","1527.0","197.0","0.0","238.0"
"2011","Tamil Nadu","33","Kanchipuram","574","Total Cereals","Cereals","199","Calcium Ammonium Nitrate","Irrigated","Marginal","Below 1.0","25.0","0.0","0.0","164856.0","2803.0","54205.0","0.0","0.0","1081.0","0.0","0.0","179.0","0.0","0.0"
"2016","Rajasthan","8","Ganganagar","100","Moth","Pulses","209","Triple Super Phosphate (TSP)","Unirrigated","Large","10 And Above","0.0","46.0","0.0","122.0","0.0","835.0","0.0","835.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Dharmapuri","571","Total Cereals","Cereals","199","Muriate of Potash (MOP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","3213.0","0.0","2441.0","411.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Tripura","16","South Tripura","271","Summer Paddy","Cereals","121","Single Super Phosphate (SSP)","Unirrigated","Small","1.0 - 1.99","0.0","16.0","0.0","311.0","311.0","346.0","0.0","346.0","346.0","0.0","346.0","12.0","0.0","12.0"
"2011","Odisha","21","Puri","369","Moong","Pulses","204","Diammonium Sulphate","Irrigated","Large","10 And Above","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Andhra Pradesh","28","West Godavari","523","Kharif Paddy","Cereals","131","NPK Mixture","Irrigated","Large","10 And Above","14.0","28.0","14.0","344.0","0.0","2914.0","0.0","2914.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Maharashtra","27","Osmanabad","488","Total Oilseeds","Oilseeds","1099","Potassium Sulphate","Irrigated","Small","1.0 - 1.99","0.0","0.0","50.0","15563.0","648.0","5557.0","525.0","6082.0","0.0","39.0","39.0","0.0","7.0","7.0"
"2016","Karnataka","29","Tumakuru","548","Other Vegetables","Vegetable","788","Di-Ammonium Phosphate (DAP)","Irrigated","Small","1.0 - 1.99","18.0","46.0","0.0","166.0","166.0","154.0","0.0","154.0","154.0","0.0","154.0","33.0","0.0","33.0"
"2011","Chhattisgarh","22","Raigarh","386","Paddy","Cereals","101","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","1728.0","1620.0","12798.0","5114.0","0.0","11977.0","3628.0","0.0","1859.0","296.0","0.0"
"2016","Madhya Pradesh","23","Mandsaur","416","Total Foodgrains","Total Foodgrain","399","Di-Ammonium Phosphate (DAP)","Unirrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","10473.0","645.0","11131.0","10246.0","21415.0","385.0","195.0","580.0","44.0","70.0","114.0"
"2016","Tamil Nadu","33","Tiruppur","634","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Irrigated","Semi-Medium","2.0 - 3.99","25.0","0.0","0.0","14001.0","1333.0","13725.0","41.0","13766.0","946.0","0.0","946.0","43.0","0.0","43.0"
"2016","Manipur","14","Churachandpur","254","Other Vegetables","Vegetable","788","Muriate of Potash (MOP)","Unirrigated","Marginal","Below 1.0","0.0","0.0","60.0","445.0","49.0","5.0","17.0","22.0","0.0","2.0","2.0","0.0","0.0","0.0"
"2011","Himachal Pradesh","2","Sirmaur","24","Total Foodgrains","Total Foodgrain","399","Calcium Ammonium Nitrate","Unirrigated","Small","1.0 - 1.99","25.0","0.0","0.0","8812.0","0.0","6706.0","2704.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Himachal Pradesh","2","Solan","25","Other Pulses","Pulses","288","Nitro Phosphate Potash","Unirrigated","Marginal","Below 1.0","15.0","15.0","15.0","5761.0","0.0","394.0","160.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Odisha","21","Khordha","362","All Vegetables","Vegetable","799","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Medium","4.0 - 9.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Shamli","660","Jowar","Cereals","102","Urea","Unirrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Mirzapur","170","Wheat","Cereals","106","Single Super Phosphate (SSP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","16.0","0.0","474.0","0.0","578.0","0.0","628.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Raichur","546","Total Pulses","Pulses","299","Ammonium Sulphate","Unirrigated","Medium","4.0 - 9.99","20.6","0.0","0.0","12666.0","149.0","30365.0","736.0","0.0","265.0","0.0","0.0","9.0","0.0","0.0"
"2016","Uttar Pradesh","9","Gonda","147","Bajra","Cereals","103","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Medium","4.0 - 9.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Kannauj","155","Potato","Vegetable","701","Diammonium Sulphate","Unirrigated","Small","1.0 - 1.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","West Bengal","19","Dinajpur Dakshin","310","Total Foodgrains","Total Foodgrain","399","NPK Mixture","Irrigated","Large","10 And Above","10.0","26.0","26.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Vijayapura","530","Sugarcane","Sugar","401","Calcium Ammonium Nitrate","Unirrigated","Large","10 And Above","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Pilibhit","173","Total Food Crops","Other Food Crop","999","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","143650.0","119088.0","74594.0","8166.0","84887.0","68776.0","1301.0","70864.0","16667.0","334.0","17285.0"
"2011","Gujarat","24","Panch Mahals","454","Total Foodgrains","Total Foodgrain","399","Diammonium Sulphate","Irrigated","Medium","4.0 - 9.99","18.0","46.0","0.0","504.0","448.0","2500.0","56.0","0.0","2273.0","56.0","0.0","2022.0","98.0","0.0"
"2011","Bihar","10","Purnia","214","Sugarcane","Sugar","401","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Rewa","424","Total Cereals","Cereals","199","Single Super Phosphate (SSP)","Irrigated","Medium","4.0 - 9.99","0.0","14.0","0.0","9581.0","0.0","14164.0","4912.0","31552.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Chhindwara","399","Gram","Pulses","201","Muriate of Potash (MOP)","Unirrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","899.0","117.0","1515.0","472.0","2407.0","210.0","141.0","351.0","9.0","3.0","12.0"
"2016","Jammu And Kashmir","1","Pulwama","11","All Vegetables","Vegetable","799","Calcium Ammonium Nitrate","Irrigated","Medium","4.0 - 9.99","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Andhra Pradesh","28","Chittoor","503","Banana","Fruits","606","Diammonium Sulphate","Irrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","402.0","134.0","249.0","0.0","0.0","54.0","0.0","0.0","4.0","0.0","0.0"
"2016","Rajasthan","8","Hanumangarh","101","Total Foodgrains","Total Foodgrain","399","Single Super Phosphate (SSP)","Irrigated","Medium","4.0 - 9.99","0.0","16.0","0.0","52207.0","6162.0","229083.0","7405.0","250745.0","20216.0","1210.0","21426.0","1830.0","125.0","1955.0"
"2016","Tripura","16","South Tripura","271","Rubber","Plantation Crops","1503","Urea","Irrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Rajasthan","8","Alwar","87","Total Food Crops","Other Food Crop","999","Calcium Ammonium Nitrate","Unirrigated","Medium","4.0 - 9.99","25.0","0.0","0.0","12651.0","0.0","27958.0","2813.0","40844.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Kerala","32","Kasaragod","558","Lady's Finger (Bhindi)","Vegetable","720","Ammonium Phosphate Sulphate / Nitrogen Phosphate","Irrigated","Large","10 And Above","20.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Uttara Kannada","550","Total Food Crops","Other Food Crop","999","Muriate of Potash (MOP)","Unirrigated","Small","1.0 - 1.99","0.0","0.0","60.0","31222.0","1454.0","17433.0","16149.0","34005.0","301.0","1328.0","1664.0","41.0","149.0","194.0"
"2011","Kerala","32","Kannur","557","Pumpkin","Vegetable","724","NPK Mixture","Irrigated","Small","1.0 - 1.99","19.0","19.0","19.0","326.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Auraiya","122","Total Food Crops","Other Food Crop","999","Single Super Phosphate (SSP)","Irrigated","Marginal","Below 1.0","0.0","16.0","0.0","131405.0","1081.0","70439.0","328.0","0.0","341.0","0.0","0.0","43.0","0.0","0.0"
"2016","Karnataka","29","Davangere","535","Total Food Crops","Other Food Crop","999","Ammonium Phosphate Sulphate / Nitrogen Phosphate","Irrigated","Small","1.0 - 1.99","20.0","20.0","0.0","38450.0","0.0","12072.0","0.0","44255.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Pratapgarh","174","Total Foodgrains","Total Foodgrain","399","Diammonium Sulphate","Unirrigated","Large","10 And Above","18.0","46.0","0.0","16.0","2.0","144.0","5.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Budaun","133","Wheat","Cereals","106","Ammonium Sulphate","Irrigated","Medium","4.0 - 9.99","20.6","0.0","0.0","2031.0","0.0","11320.0","0.0","11320.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Shajapur","430","Other Pulses","Pulses","288","Di-Ammonium Phosphate (DAP)","Irrigated","Marginal","Below 1.0","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Gujarat","24","Kheda","450","Total Drugs & Narcotics","Drugs and Narcotics","1399","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Marginal","Below 1.0","0.0","0.0","0.0","1883.0","941.0","734.0","0.0","0.0","546.0","0.0","0.0","520.0","0.0","0.0"
"2011","Tamil Nadu","33","Theni","588","Total Food Crops","Other Food Crop","999","Muriate of Potash (MOP)","Unirrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","1350.0","0.0","3725.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Chhattisgarh","22","Kabirdham","382","Total Food Crops","Other Food Crop","999","Muriate of Potash (MOP)","Unirrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","5108.0","308.0","7347.0","11172.0","21975.0","1124.0","42.0","1233.0","71.0","5.0","77.0"
"2011","Bihar","10","Purnia","214","Total Cereals","Cereals","199","Single Super Phosphate (SSP)","Irrigated","Marginal","Below 1.0","0.0","14.0","0.0","318576.0","41824.0","13845.0","2879.0","0.0","1625.0","133.0","0.0","1885.0","190.0","0.0"
"2011","Meghalaya","17","East Khasi Hills","274","Total Pulses","Pulses","299","Diammonium Sulphate","Irrigated","Large","10 And Above","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Barabanki","129","Summer Paddy","Cereals","121","Muriate of Potash (MOP)","Irrigated","Large","10 And Above","0.0","0.0","60.0","28.0","0.0","318.0","0.0","318.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","West Bengal","19","Maldah","316","Total Food Crops","Other Food Crop","999","Muriate of Potash (MOP)","Unirrigated","Small","1.0 - 1.99","0.0","0.0","60.0","26683.0","21162.0","46645.0","0.0","46645.0","25085.0","0.0","25085.0","855.0","0.0","855.0"
"2011","Karnataka","29","Chitradurga","533","Total Non-Food Crops","Total Non-Food","1999","NPK Mixture","Unirrigated","Large","10 And Above","19.0","19.0","19.0","2268.0","84.0","12322.0","1421.0","0.0","252.0","0.0","0.0","7.0","0.0","0.0"
"2016","Arunachal Pradesh","12","Upper Subansiri","241","Total Oilseeds","Oilseeds","1099","Urea","Irrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Koppal","543","Groundnut","Oilseeds","1001","Urea","Irrigated","Marginal","Below 1.0","46.0","0.0","0.0","510.0","510.0","127.0","0.0","127.0","127.0","0.0","127.0","12.0","0.0","12.0"
"2016","Madhya Pradesh","23","Barwani","393","Paddy","Cereals","101","NPK Mixture","Irrigated","Large","10 And Above","12.0","32.0","16.0","61.0","0.0","0.0","218.0","218.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Davangere","535","Onion","Vegetable","708","Urea","Unirrigated","Large","10 And Above","46.0","0.0","0.0","13.0","13.0","26.0","0.0","26.0","26.0","0.0","26.0","6.0","0.0","6.0"
"2016","Uttar Pradesh","9","Gonda","147","Total Fruits","Fruits","699","Urea","Unirrigated","Small","1.0 - 1.99","46.0","0.0","0.0","252.0","0.0","0.0","86.0","86.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Maharashtra","27","Nagpur","484","Paddy","Cereals","101","Urea Ammonium Phosphate","Unirrigated","Large","10 And Above","20.0","20.0","0.0","134.0","0.0","0.0","837.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Villupuram","596","Total Floriculture Crops","Flowers","1699","Muriate of Potash (MOP)","Unirrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Shivamogga","547","Total Cereals","Cereals","199","Urea Ammonium Phosphate","Irrigated","Large","10 And Above","28.0","28.0","0.0","312.0","0.0","750.0","0.0","1035.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Assam","18","Nagaon","297","Cabbage","Vegetable","716","Urea","Irrigated","Large","10 And Above","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Madhya Pradesh","23","Panna","420","Total Food Crops","Other Food Crop","999","NPK Mixture","Unirrigated","Marginal","Below 1.0","10.0","26.0","26.0","71803.0","0.0","5444.0","21253.0","28693.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Ballia","126","Paddy","Cereals","101","Triple Super Phosphate (TSP)","Irrigated","Large","10 And Above","0.0","46.0","0.0","224.0","0.0","2594.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Karnataka","29","Mysuru","545","Total Plantation Crops","Plantation Crops","1599","Di-Ammonium Phosphate (DAP)","Irrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","67.0","67.0","6.0","0.0","6.0","6.0","0.0","6.0","0.0","0.0","0.0"
"2011","Odisha","21","Sambalpur","371","Moong","Pulses","204","Muriate of Potash (MOP)","Unirrigated","Large","10 And Above","0.0","0.0","60.0","77.0","26.0","30.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Rampur","176","Other Fodder Crops","Fodder","1488","Muriate of Potash (MOP)","Irrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Kanniyakumari","575","Total Food Crops","Other Food Crop","999","Triple Super Phosphate (TSP)","Irrigated","Medium","4.0 - 9.99","0.0","46.0","0.0","293.0","0.0","494.0","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Bihar","10","Sitamarhi","221","Wheat","Cereals","106","Potassium Sulphate","Irrigated","Semi-Medium","2.0 - 3.99","0.0","0.0","50.0","7659.0","0.0","6741.0","106.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Mahoba","165","Other Fibres","Fiber Crops","1188","Di-Ammonium Phosphate (DAP)","Unirrigated","Semi-Medium","2.0 - 3.99","18.0","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Uttar Pradesh","9","Mainpuri","166","All Vegetables","Vegetable","799","Zinc Sulphate Heptahydrate / Monohydrate","Irrigated","Marginal","Below 1.0","0.0","0.0","0.0","33544.0","3686.0","6283.0","199.0","6502.0","919.0","0.0","919.0","290.0","0.0","290.0"
"2011","Tamil Nadu","33","Villupuram","596","Total Spices & Condiments","Spices","599","NPK Mixture","Irrigated","Large","10 And Above","12.0","32.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Tamil Nadu","33","Tiruppur","634","Total Non-Food Crops","Total Non-Food","1999","Rock Phosphate","Unirrigated","Medium","4.0 - 9.99","0.0","18.0","0.0","7356.0","0.0","519.0","15511.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Chhattisgarh","22","Durg","378","Total Oilseeds","Oilseeds","1099","Urea","Irrigated","Small","1.0 - 1.99","46.0","0.0","0.0","597.0","199.0","798.0","0.0","0.0","181.0","0.0","0.0","12.0","0.0","0.0"
"2016","Haryana","6","Jind","65","Fodder & Green Manures","Fodder","1499","Urea","Irrigated","Semi-Medium","2.0 - 3.99","46.0","0.0","0.0","1165.0","1165.0","659.0","0.0","659.0","659.0","0.0","659.0","53.0","0.0","53.0"
"2016","Karnataka","29","Haveri","540","Total Non-Food Crops","Total Non-Food","1999","Single Super Phosphate (SSP)","Irrigated","Medium","4.0 - 9.99","0.0","16.0","0.0","1395.0","0.0","2287.0","0.0","2287.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Madhya Pradesh","23","Ashoknagar","391","Soyabean","Oilseeds","1009","Calcium Ammonium Nitrate","Irrigated","Small","1.0 - 1.99","25.0","0.0","0.0","247.0","0.0","0.0","247.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Uttar Pradesh","9","Mau","168","Wheat","Cereals","106","Ammonium Chloride","Irrigated","Large","10 And Above","25.0","0.0","0.0","32.0","0.0","305.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Kerala","32","Kottayam","560","Paddy","Cereals","101","Ammonium Phosphate Sulphate","Irrigated","Marginal","Below 1.0","18.0","9.0","0.0","19331.0","0.0","7197.0","0.0","7197.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2016","Rajasthan","8","Jodhpur","107","Maize","Cereals","104","Urea","Unirrigated","Medium","4.0 - 9.99","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Bihar","10","Siwan","222","Wheat","Cereals","106","Muriate of Potash (MOP)","Unirrigated","Medium","4.0 - 9.99","0.0","0.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2011","Karnataka","29","Uttara Kannada","550","Banana","Fruits","606","NPK Mixture","Unirrigated","Semi-Medium","2.0 - 3.99","17.0","17.0","17.0","768.0","0.0","0.0","157.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
